,星期,時間,方向,里程,車速,交通量
154,4,1,1,267.4,104,16
155,4,1,1,271.4,109,16
156,4,1,1,282.7,104,21
157,4,1,1,286.6,108,21
158,4,1,1,293.0,111,31
159,4,1,1,301.9,111,28
160,4,1,1,308.3,111,36
161,4,1,1,312.6,104,40
162,4,1,1,318.5,108,30
163,4,1,1,322.7,108,38
164,4,1,1,325.2,108,31
165,4,1,1,328.6,108,31
166,4,1,1,336.6,111,39
167,4,1,1,339.8,108,35
168,4,1,1,346.0,108,42
169,4,1,1,353.5,104,43
170,4,1,1,356.1,108,49
171,4,1,1,359.0,104,55
172,4,1,1,364.0,104,27
173,4,1,1,367.6,99,26
174,4,1,1,368.6,86,2
175,4,2,0,1.7,108,11
176,4,2,0,2.9,90,21
177,4,2,0,6.1,93,25
178,4,2,0,9.9,97,33
179,4,2,0,14.7,97,24
180,4,2,0,15.5,97,59
181,4,2,0,17.4,108,12
182,4,2,0,20.0,97,18
183,4,2,0,20.8,100,37
184,4,2,0,21.3,93,41
185,4,2,0,23.3,97,36
186,4,2,0,25.6,97,47
187,4,2,0,27.1,104,39
188,4,2,0,29.3,100,44
189,4,2,0,33.3,104,15
190,4,2,0,34.0,104,51
191,4,2,0,34.0,100,22
192,4,2,0,37.6,97,85
193,4,2,0,41.3,100,45
194,4,2,0,44.7,97,36
195,4,2,0,44.7,100,24
196,4,2,0,46.7,97,40
197,4,2,0,49.2,100,40
198,4,2,0,51.1,104,43
199,4,2,0,53.2,100,43
200,4,2,0,55.7,100,60
201,4,2,0,55.7,34,16
202,4,2,0,57.9,100,14
203,4,2,0,58.4,93,5
204,4,2,0,60.8,93,12
205,4,2,0,60.8,99,18
206,4,2,0,63.3,0,0
207,4,2,0,63.3,0,0
208,4,2,0,66.4,97,21
209,4,2,0,68.1,100,29
210,4,2,0,69.9,86,14
211,4,2,0,75.0,97,23
212,4,2,0,75.0,97,33
213,4,2,0,88.0,97,42
214,4,2,0,92.8,104,42
215,4,2,0,95.6,104,29
216,4,2,0,97.9,100,30
217,4,2,0,104.5,100,32
218,4,2,0,112.3,106,28
219,4,2,0,129.2,100,31
220,4,2,0,138.9,104,19
221,4,2,0,146.5,104,25
222,4,2,0,157.2,104,21
223,4,2,0,162.1,111,28
224,4,2,0,166.4,108,35
225,4,2,0,169.9,108,44
226,4,2,0,177.4,108,39
227,4,2,0,180.2,109,18
228,4,2,0,183.9,111,25
229,4,2,0,190.6,111,33
230,4,2,0,196.0,111,29
231,4,2,0,201.1,111,26
232,4,2,0,208.9,111,35
233,4,2,0,215.6,111,29
234,4,2,0,224.9,111,32
235,4,2,0,232.2,104,27
236,4,2,0,239.4,108,23
237,4,2,0,242.5,111,25
238,4,2,0,247.2,111,22
239,4,2,0,251.4,108,24
240,4,2,0,260.3,111,24
241,4,2,0,267.4,108,32
242,4,2,0,271.4,108,18
243,4,2,0,282.7,111,17
244,4,2,0,286.6,111,21
245,4,2,0,293.0,111,15
246,4,2,0,301.9,108,21
247,4,2,0,308.3,97,21
248,4,2,0,312.6,93,31
249,4,2,0,318.5,106,22
250,4,2,0,322.7,108,22
251,4,2,0,325.2,108,30
252,4,2,0,328.6,109,26
253,4,2,0,336.6,104,29
254,4,2,0,339.8,111,38
255,4,2,0,346.0,108,43
256,4,2,0,353.5,108,31
257,4,2,0,355.9,106,40
258,4,2,0,359.0,100,39
259,4,2,0,364.0,97,33
260,4,2,0,367.6,108,22
261,4,2,0,369.6,97,27
262,4,2,0,373.6,91,6
263,4,2,1,0.5,86,15
264,4,2,1,1.7,93,17
265,4,2,1,2.9,97,27
266,4,2,1,6.1,97,35
267,4,2,1,9.9,97,18
268,4,2,1,9.9,111,9
269,4,2,1,14.7,99,38
270,4,2,1,15.5,97,31
271,4,2,1,16.3,93,15
272,4,2,1,18.2,95,24
273,4,2,1,20.6,100,30
274,4,2,1,24.8,100,63
275,4,2,1,26.4,97,62
276,4,2,1,29.3,100,57
277,4,2,1,30.5,100,11
278,4,2,1,30.5,93,14
279,4,2,1,33.4,100,15
280,4,2,1,33.9,97,94
281,4,2,1,33.9,97,24
282,4,2,1,37.6,97,48
283,4,2,1,41.3,100,56
284,4,2,1,44.7,104,23
285,4,2,1,46.7,104,47
286,4,2,1,49.2,100,52
287,4,2,1,51.1,93,32
288,4,2,1,53.2,7,13
289,4,2,1,53.2,93,66
290,4,2,1,55.7,0,0
291,4,2,1,57.8,0,0
292,4,2,1,57.8,0,0
293,4,2,1,57.9,0,0
294,4,2,1,57.9,93,31
295,4,2,1,61.0,97,35
296,4,2,1,63.3,93,30
297,4,2,1,66.4,100,37
298,4,2,1,68.1,93,17
299,4,2,1,69.9,100,20
300,4,2,1,75.0,100,44
301,4,2,1,88.0,104,43
302,4,2,1,92.8,100,31
303,4,2,1,95.0,104,37
304,4,2,1,98.0,104,49
305,4,2,1,104.5,106,26
306,4,2,1,112.3,104,30
307,4,2,1,129.2,100,18
308,4,2,1,138.9,104,29
309,4,2,1,146.5,104,32
310,4,2,1,157.2,104,32
311,4,2,1,162.1,108,29
312,4,2,1,166.4,111,40
313,4,2,1,169.9,108,31
314,4,2,1,177.4,111,19
315,4,2,1,180.2,111,24
316,4,2,1,183.9,104,30
317,4,2,1,190.6,108,28
318,4,2,1,196.0,108,40
319,4,2,1,201.1,108,32
320,4,2,1,208.9,108,29
321,4,2,1,215.6,111,28
322,4,2,1,224.9,111,27
323,4,2,1,232.2,108,23
324,4,2,1,239.4,111,24
325,4,2,1,242.5,111,23
326,4,2,1,247.2,106,28
327,4,2,1,251.4,111,27
328,4,2,1,260.3,111,21
329,4,2,1,267.4,111,20
330,4,2,1,271.4,104,12
331,4,2,1,282.7,109,18
332,4,2,1,286.6,115,21
333,4,2,1,293.0,104,26
334,4,2,1,301.9,108,32
335,4,2,1,308.3,111,38
336,4,2,1,312.6,108,30
337,4,2,1,318.5,102,32
338,4,2,1,322.7,108,31
339,4,2,1,325.2,109,26
340,4,2,1,328.6,108,34
341,4,2,1,336.6,115,40
342,4,2,1,339.8,108,47
343,4,2,1,346.0,106,36
344,4,2,1,353.5,104,36
345,4,2,1,356.1,108,33
346,4,2,1,359.0,104,54
347,4,2,1,364.0,109,36
348,4,2,1,367.6,97,33
349,4,2,1,368.6,91,2
350,4,3,0,1.7,97,21
351,4,3,0,2.9,93,25
352,4,3,0,6.1,97,26
353,4,3,0,9.9,97,49
354,4,3,0,14.7,93,25
355,4,3,0,15.5,97,59
356,4,3,0,17.4,115,18
357,4,3,0,20.0,93,18
358,4,3,0,20.8,97,32
359,4,3,0,21.3,97,34
360,4,3,0,23.3,100,23
361,4,3,0,25.6,97,58
362,4,3,0,27.1,100,34
363,4,3,0,29.3,97,58
364,4,3,0,33.3,104,25
365,4,3,0,34.0,97,58
366,4,3,0,34.0,104,10
367,4,3,0,37.6,97,74
368,4,3,0,41.3,100,44
369,4,3,0,44.7,99,34
370,4,3,0,44.7,99,22
371,4,3,0,46.7,97,46
372,4,3,0,49.2,100,55
373,4,3,0,51.1,100,57
374,4,3,0,53.2,97,38
375,4,3,0,55.7,100,45
376,4,3,0,55.7,39,11
377,4,3,0,57.9,104,10
378,4,3,0,58.4,93,7
379,4,3,0,60.8,97,11
380,4,3,0,60.8,97,8
381,4,3,0,63.3,0,0
382,4,3,0,63.3,0,0
383,4,3,0,66.4,95,28
384,4,3,0,68.1,99,44
385,4,3,0,69.9,82,25
386,4,3,0,75.0,97,25
387,4,3,0,75.0,104,16
388,4,3,0,88.0,104,47
389,4,3,0,92.8,100,48
390,4,3,0,95.6,108,26
391,4,3,0,97.9,104,23
392,4,3,0,104.5,102,20
393,4,3,0,112.3,100,27
394,4,3,0,129.2,102,24
395,4,3,0,138.9,104,24
396,4,3,0,146.5,104,21
397,4,3,0,157.2,106,22
398,4,3,0,162.1,111,33
399,4,3,0,166.4,108,28
400,4,3,0,169.9,108,32
401,4,3,0,177.4,108,32
402,4,3,0,180.2,111,22
403,4,3,0,183.9,115,23
404,4,3,0,190.6,108,23
405,4,3,0,196.0,111,24
406,4,3,0,201.1,111,28
407,4,3,0,208.9,108,29
408,4,3,0,215.6,111,32
409,4,3,0,224.9,111,27
410,4,3,0,232.2,108,29
411,4,3,0,239.4,106,22
412,4,3,0,242.5,111,20
413,4,3,0,247.2,111,25
414,4,3,0,251.4,111,33
415,4,3,0,260.3,111,27
416,4,3,0,267.4,108,19
417,4,3,0,271.4,108,24
418,4,3,0,282.7,111,19
419,4,3,0,286.6,115,23
420,4,3,0,293.0,111,19
421,4,3,0,301.9,108,22
422,4,3,0,308.3,104,21
423,4,3,0,312.6,100,24
424,4,3,0,318.5,104,23
425,4,3,0,322.7,108,30
426,4,3,0,325.2,108,26
427,4,3,0,328.6,108,24
428,4,3,0,336.6,108,29
429,4,3,0,339.8,111,36
430,4,3,0,346.0,109,38
431,4,3,0,353.5,104,35
432,4,3,0,355.9,108,33
433,4,3,0,359.0,104,34
434,4,3,0,364.0,104,40
435,4,3,0,367.6,100,39
436,4,3,0,369.6,100,46
437,4,3,0,373.6,86,5
438,4,3,1,0.5,93,21
439,4,3,1,1.7,93,25
440,4,3,1,2.9,93,20
441,4,3,1,6.1,100,35
442,4,3,1,9.9,97,23
443,4,3,1,9.9,117,10
444,4,3,1,14.7,104,30
445,4,3,1,15.5,97,22
446,4,3,1,16.3,108,11
447,4,3,1,18.2,93,29
448,4,3,1,20.6,100,30
449,4,3,1,24.8,97,74
450,4,3,1,26.4,97,57
451,4,3,1,29.3,100,45
452,4,3,1,30.5,97,10
453,4,3,1,30.5,106,8
454,4,3,1,33.4,95,14
455,4,3,1,33.9,97,90
456,4,3,1,33.9,97,29
457,4,3,1,37.6,93,51
458,4,3,1,41.3,100,50
459,4,3,1,44.7,100,27
460,4,3,1,46.7,100,34
461,4,3,1,49.2,100,32
462,4,3,1,51.1,104,38
463,4,3,1,53.2,7,8
464,4,3,1,53.2,97,53
465,4,3,1,55.7,0,0
466,4,3,1,57.8,0,0
467,4,3,1,57.8,0,0
468,4,3,1,57.9,0,0
469,4,3,1,57.9,93,37
470,4,3,1,61.0,100,22
471,4,3,1,63.3,97,20
472,4,3,1,66.4,100,33
473,4,3,1,68.1,93,21
474,4,3,1,69.9,100,32
475,4,3,1,75.0,100,50
476,4,3,1,88.0,104,55
477,4,3,1,92.8,108,30
478,4,3,1,95.0,104,37
479,4,3,1,98.0,100,21
480,4,3,1,104.5,104,42
481,4,3,1,112.3,104,31
482,4,3,1,129.2,104,31
483,4,3,1,138.9,104,19
484,4,3,1,146.5,104,30
485,4,3,1,157.2,104,43
486,4,3,1,162.1,111,27
487,4,3,1,166.4,106,36
488,4,3,1,169.9,108,38
489,4,3,1,177.4,118,27
490,4,3,1,180.2,115,32
491,4,3,1,183.9,115,21
492,4,3,1,190.6,108,29
493,4,3,1,196.0,111,23
494,4,3,1,201.1,108,39
495,4,3,1,208.9,108,38
496,4,3,1,215.6,108,25
497,4,3,1,224.9,111,21
498,4,3,1,232.2,111,30
499,4,3,1,239.4,111,20
500,4,3,1,242.5,109,20
501,4,3,1,247.2,108,23
502,4,3,1,251.4,111,25
503,4,3,1,260.3,111,21
504,4,3,1,267.4,111,31
505,4,3,1,271.4,108,23
506,4,3,1,282.7,111,21
507,4,3,1,286.6,108,13
508,4,3,1,293.0,111,22
509,4,3,1,301.9,111,30
510,4,3,1,308.3,108,25
511,4,3,1,312.6,104,37
512,4,3,1,318.5,111,42
513,4,3,1,322.7,111,23
514,4,3,1,325.2,100,17
515,4,3,1,328.6,108,33
516,4,3,1,336.6,113,38
517,4,3,1,339.8,111,42
518,4,3,1,346.0,104,41
519,4,3,1,353.5,106,46
520,4,3,1,356.1,111,41
521,4,3,1,359.0,108,39
522,4,3,1,364.0,108,61
523,4,3,1,367.6,108,59
524,4,3,1,368.6,93,1
525,4,4,0,1.7,93,21
526,4,4,0,2.9,93,27
527,4,4,0,6.1,97,34
528,4,4,0,9.9,97,41
529,4,4,0,14.7,100,33
530,4,4,0,15.5,97,56
531,4,4,0,17.4,111,14
532,4,4,0,20.0,97,21
533,4,4,0,20.8,102,20
534,4,4,0,21.3,100,44
535,4,4,0,23.3,93,40
536,4,4,0,25.6,93,57
537,4,4,0,27.1,100,19
538,4,4,0,29.3,100,50
539,4,4,0,33.3,97,19
540,4,4,0,34.0,104,51
541,4,4,0,34.0,104,13
542,4,4,0,37.6,100,76
543,4,4,0,41.3,100,45
544,4,4,0,44.7,97,29
545,4,4,0,44.7,100,15
546,4,4,0,46.7,97,50
547,4,4,0,49.2,100,53
548,4,4,0,51.1,108,57
549,4,4,0,53.2,97,48
550,4,4,0,55.7,97,57
551,4,4,0,55.7,3,7
552,4,4,0,57.9,97,12
553,4,4,0,58.4,99,10
554,4,4,0,60.8,90,10
555,4,4,0,60.8,100,18
556,4,4,0,63.3,14,1
557,4,4,0,63.3,0,0
558,4,4,0,66.4,97,27
559,4,4,0,68.1,100,32
560,4,4,0,69.9,86,21
561,4,4,0,75.0,100,25
562,4,4,0,75.0,108,21
563,4,4,0,88.0,104,43
564,4,4,0,92.8,100,42
565,4,4,0,95.6,106,24
566,4,4,0,97.9,104,29
567,4,4,0,104.5,100,30
568,4,4,0,112.3,104,23
569,4,4,0,129.2,108,23
570,4,4,0,138.9,104,19
571,4,4,0,146.5,108,29
572,4,4,0,157.2,108,34
573,4,4,0,162.1,104,18
574,4,4,0,166.4,108,33
575,4,4,0,169.9,108,50
576,4,4,0,177.4,104,37
577,4,4,0,180.2,111,31
578,4,4,0,183.9,108,28
579,4,4,0,190.6,104,26
580,4,4,0,196.0,108,29
581,4,4,0,201.1,111,33
582,4,4,0,208.9,109,32
583,4,4,0,215.6,111,29
584,4,4,0,224.9,111,30
585,4,4,0,232.2,100,25
586,4,4,0,239.4,106,24
587,4,4,0,242.5,111,31
588,4,4,0,247.2,111,21
589,4,4,0,251.4,111,15
590,4,4,0,260.3,111,14
591,4,4,0,267.4,108,17
592,4,4,0,271.4,111,19
593,4,4,0,282.7,111,17
594,4,4,0,286.6,106,20
595,4,4,0,293.0,111,22
596,4,4,0,301.9,111,18
597,4,4,0,308.3,104,27
598,4,4,0,312.6,104,22
599,4,4,0,318.5,111,17
600,4,4,0,322.7,108,25
601,4,4,0,325.2,104,37
602,4,4,0,328.6,108,30
603,4,4,0,336.6,108,31
604,4,4,0,339.8,115,40
605,4,4,0,346.0,108,45
606,4,4,0,353.5,104,28
607,4,4,0,355.9,108,27
608,4,4,0,359.0,100,36
609,4,4,0,364.0,100,41
610,4,4,0,367.6,108,39
611,4,4,0,369.6,97,30
612,4,4,0,373.6,86,7
613,4,4,1,0.5,90,19
614,4,4,1,1.7,93,21
615,4,4,1,2.9,100,31
616,4,4,1,6.1,97,34
617,4,4,1,9.9,97,16
618,4,4,1,9.9,108,4
619,4,4,1,14.7,102,36
620,4,4,1,15.5,97,26
621,4,4,1,16.3,100,16
622,4,4,1,18.2,97,22
623,4,4,1,20.6,100,27
624,4,4,1,24.8,100,64
625,4,4,1,26.4,100,69
626,4,4,1,29.3,97,65
627,4,4,1,30.5,95,20
628,4,4,1,30.5,97,13
629,4,4,1,33.4,93,13
630,4,4,1,33.9,97,85
631,4,4,1,33.9,97,21
632,4,4,1,37.6,93,38
633,4,4,1,41.3,100,46
634,4,4,1,44.7,104,20
635,4,4,1,46.7,99,40
636,4,4,1,49.2,100,36
637,4,4,1,51.1,97,35
638,4,4,1,53.2,14,3
639,4,4,1,53.2,93,45
640,4,4,1,55.7,0,0
641,4,4,1,57.8,0,0
642,4,4,1,57.8,0,0
643,4,4,1,57.9,0,0
644,4,4,1,57.9,97,45
645,4,4,1,61.0,99,18
646,4,4,1,63.3,97,17
647,4,4,1,66.4,104,32
648,4,4,1,68.1,93,16
649,4,4,1,69.9,106,18
650,4,4,1,75.0,100,47
651,4,4,1,88.0,104,50
652,4,4,1,92.8,100,50
653,4,4,1,95.0,104,40
654,4,4,1,98.0,100,29
655,4,4,1,104.5,104,30
656,4,4,1,112.3,104,32
657,4,4,1,129.2,104,37
658,4,4,1,138.9,108,40
659,4,4,1,146.5,104,25
660,4,4,1,157.2,104,23
661,4,4,1,162.1,111,29
662,4,4,1,166.4,111,34
663,4,4,1,169.9,108,36
664,4,4,1,177.4,111,30
665,4,4,1,180.2,111,44
666,4,4,1,183.9,115,31
667,4,4,1,190.6,111,28
668,4,4,1,196.0,108,33
669,4,4,1,201.1,111,20
670,4,4,1,208.9,111,29
671,4,4,1,215.6,111,33
672,4,4,1,224.9,106,24
673,4,4,1,232.2,111,22
674,4,4,1,239.4,111,22
675,4,4,1,242.5,111,20
676,4,4,1,247.2,111,19
677,4,4,1,251.4,106,18
678,4,4,1,260.3,109,16
679,4,4,1,267.4,111,21
680,4,4,1,271.4,111,21
681,4,4,1,282.7,109,22
682,4,4,1,286.6,115,18
683,4,4,1,293.0,100,15
684,4,4,1,301.9,111,15
685,4,4,1,308.3,111,38
686,4,4,1,312.6,108,31
687,4,4,1,318.5,108,29
688,4,4,1,322.7,109,36
689,4,4,1,325.2,108,23
690,4,4,1,328.6,104,19
691,4,4,1,336.6,115,28
692,4,4,1,339.8,111,37
693,4,4,1,346.0,108,50
694,4,4,1,353.5,104,59
695,4,4,1,356.1,108,59
696,4,4,1,359.0,104,51
697,4,4,1,364.0,106,40
698,4,4,1,367.6,104,45
699,4,4,1,368.6,93,2
700,4,5,0,1.7,93,23
701,4,5,0,2.9,93,35
702,4,5,0,6.1,97,44
703,4,5,0,9.9,97,59
704,4,5,0,14.7,100,31
705,4,5,0,15.5,97,51
706,4,5,0,17.4,104,12
707,4,5,0,20.0,97,13
708,4,5,0,20.8,100,25
709,4,5,0,21.3,95,42
710,4,5,0,23.3,100,38
711,4,5,0,25.6,100,64
712,4,5,0,27.1,102,28
713,4,5,0,29.3,99,54
714,4,5,0,33.3,97,19
715,4,5,0,34.0,100,44
716,4,5,0,34.0,100,8
717,4,5,0,37.6,97,77
718,4,5,0,41.3,100,50
719,4,5,0,44.7,104,24
720,4,5,0,44.7,97,15
721,4,5,0,46.7,97,49
722,4,5,0,49.2,100,41
723,4,5,0,51.1,108,43
724,4,5,0,53.2,100,35
725,4,5,0,55.7,100,63
726,4,5,0,55.7,21,8
727,4,5,0,57.9,104,10
728,4,5,0,58.4,108,6
729,4,5,0,60.8,104,11
730,4,5,0,60.8,100,27
731,4,5,0,63.3,0,0
732,4,5,0,63.3,0,0
733,4,5,0,66.4,97,28
734,4,5,0,68.1,93,46
735,4,5,0,69.9,77,28
736,4,5,0,75.0,97,27
737,4,5,0,75.0,104,28
738,4,5,0,88.0,100,34
739,4,5,0,92.8,104,44
740,4,5,0,95.6,100,24
741,4,5,0,97.9,100,22
742,4,5,0,104.5,100,25
743,4,5,0,112.3,108,20
744,4,5,0,129.2,100,21
745,4,5,0,138.9,108,27
746,4,5,0,146.5,104,32
747,4,5,0,157.2,97,21
748,4,5,0,162.1,108,37
749,4,5,0,166.4,111,22
750,4,5,0,169.9,109,44
751,4,5,0,177.4,108,49
752,4,5,0,180.2,104,22
753,4,5,0,183.9,108,28
754,4,5,0,190.6,108,30
755,4,5,0,196.0,111,29
756,4,5,0,201.1,111,27
757,4,5,0,208.9,108,34
758,4,5,0,215.6,111,32
759,4,5,0,224.9,108,26
760,4,5,0,232.2,111,29
761,4,5,0,239.4,111,27
762,4,5,0,242.5,111,16
763,4,5,0,247.2,111,14
764,4,5,0,251.4,111,20
765,4,5,0,260.3,111,22
766,4,5,0,267.4,108,14
767,4,5,0,271.4,111,21
768,4,5,0,282.7,106,16
769,4,5,0,286.6,111,18
770,4,5,0,293.0,113,14
771,4,5,0,301.9,108,27
772,4,5,0,308.3,108,17
773,4,5,0,312.6,100,17
774,4,5,0,318.5,104,21
775,4,5,0,322.7,108,27
776,4,5,0,325.2,108,35
777,4,5,0,328.6,108,29
778,4,5,0,336.6,108,37
779,4,5,0,339.8,108,31
780,4,5,0,346.0,108,29
781,4,5,0,353.5,108,29
782,4,5,0,355.9,108,42
783,4,5,0,359.0,104,30
784,4,5,0,364.0,100,36
785,4,5,0,367.6,100,31
786,4,5,0,369.6,100,40
787,4,5,0,373.6,90,2
788,4,5,1,0.5,86,24
789,4,5,1,1.7,93,24
790,4,5,1,2.9,93,19
791,4,5,1,6.1,100,33
792,4,5,1,9.9,93,25
793,4,5,1,9.9,115,10
794,4,5,1,14.7,100,35
795,4,5,1,15.5,100,28
796,4,5,1,16.3,104,13
797,4,5,1,18.2,97,27
798,4,5,1,20.6,104,41
799,4,5,1,24.8,100,58
800,4,5,1,26.4,100,57
801,4,5,1,29.3,100,50
802,4,5,1,30.5,104,17
803,4,5,1,30.5,108,15
804,4,5,1,33.4,99,8
805,4,5,1,33.9,97,89
806,4,5,1,33.9,97,22
807,4,5,1,37.6,97,58
808,4,5,1,41.3,99,44
809,4,5,1,44.7,100,24
810,4,5,1,46.7,104,41
811,4,5,1,49.2,100,43
812,4,5,1,51.1,97,33
813,4,5,1,53.2,7,9
814,4,5,1,53.2,90,49
815,4,5,1,55.7,0,0
816,4,5,1,57.8,0,0
817,4,5,1,57.8,0,0
818,4,5,1,57.9,0,0
819,4,5,1,57.9,93,45
820,4,5,1,61.0,100,18
821,4,5,1,63.3,100,31
822,4,5,1,66.4,104,31
823,4,5,1,68.1,97,21
824,4,5,1,69.9,100,19
825,4,5,1,75.0,104,40
826,4,5,1,88.0,100,44
827,4,5,1,92.8,100,36
828,4,5,1,95.0,100,39
829,4,5,1,98.0,100,36
830,4,5,1,104.5,104,25
831,4,5,1,112.3,104,38
832,4,5,1,129.2,104,27
833,4,5,1,138.9,104,36
834,4,5,1,146.5,108,33
835,4,5,1,157.2,108,32
836,4,5,1,162.1,108,25
837,4,5,1,166.4,108,30
838,4,5,1,169.9,108,27
839,4,5,1,177.4,111,24
840,4,5,1,180.2,108,26
841,4,5,1,183.9,108,39
842,4,5,1,190.6,111,44
843,4,5,1,196.0,111,27
844,4,5,1,201.1,106,28
845,4,5,1,208.9,111,18
846,4,5,1,215.6,108,25
847,4,5,1,224.9,108,32
848,4,5,1,232.2,108,28
849,4,5,1,239.4,111,25
850,4,5,1,242.5,115,17
851,4,5,1,247.2,111,17
852,4,5,1,251.4,111,24
853,4,5,1,260.3,106,18
854,4,5,1,267.4,108,23
855,4,5,1,271.4,111,19
856,4,5,1,282.7,109,22
857,4,5,1,286.6,111,20
858,4,5,1,293.0,111,20
859,4,5,1,301.9,111,17
860,4,5,1,308.3,108,12
861,4,5,1,312.6,106,24
862,4,5,1,318.5,108,34
863,4,5,1,322.7,109,28
864,4,5,1,325.2,108,29
865,4,5,1,328.6,108,35
866,4,5,1,336.6,115,29
867,4,5,1,339.8,108,22
868,4,5,1,346.0,109,36
869,4,5,1,353.5,104,50
870,4,5,1,356.1,104,53
871,4,5,1,359.0,102,54
